,feelings,emotion,class_label
15384,also got chance watch cousin dance royal opera house must say feeling proud got teary eyes beginning shhhhhhh secret,joy,5
15385,feeling stressed,anger,1
15386,think often feel way planting deeply terrified go deep ground hard get,fear,2
15387,think one site truly made hella smile feel reassured morally good kind individuals world,joy,5
15388,outweigh feeling discontent finally get bed night,sadness,0
15389,feel juggling fine details go professional writing career,joy,5
15390,feel useless pay anything sit computer nothing day waiting sending resumes,sadness,0
15391,feel resentful ungrateful negative fearful feel navigate days dead weight floats around things engaged,anger,1
15392,often feel like punished strengths almost worse one even noticing value,sadness,0
15393,still remember like teenager giddy feeling amazement hot looking boy like although use term hot back actually likes back,love,4
15394,feel like dont keep loving deals card says mercy,love,4
15395,like feeling unsure uncertain,fear,2
15396,went home alone restaurant dark,fear,2
15397,feeling pretty overwhelmed stressed whole affair minutes straightforward logical totally right answer algebra combined overhearing trigonometry another tutor tutee working library calmed right,surprise,3
15398,hate feeling hopeless need depression anxiety go away,sadness,0
15399,feel pathetic even reading thoughts like wow loser shuffle across mind,sadness,0
15400,would like take opportunity say amazing family made feel welcomed children half lovely children sat table would happy,joy,5
15401,feel socks bunch feet makes cranky liable bite someone head saying hello,anger,1
15402,feel jealous sometimes especially comes friends,anger,1
15403,want feel tragic,sadness,0
15404,move sit real close close enough smell cherry candy sucking close enough feel nervous,fear,2
15405,feel shouldve enjoyed trip always eager see aussy cant feel feeling mom among us longer,joy,5
15406,start see problem one afternoon feel depressed wait one hour friend comes back talk,sadness,0
15407,know everyone political views ask unless feel important discussions offend,joy,5
15408,definitely feel hated,anger,1
15409,feel way ever cool thing mom actually thinks im adorable,joy,5
15410,always find way feel impressed,surprise,3
15411,close eyes hold close body feels delicious grasp,joy,5
15412,shared feelings shocked,surprise,3
15413,feel depths sorrow suffering love felt heights joy goodness,sadness,0
15414,feeling rather triumphant decided disagree davids notion real peak decided give side trail chance,joy,5
15415,say little prayer every time come close bread days diet works though feel productive body shape changed feel less sluggish,joy,5
15416,feeling guilty played part breakup subconsciously trying figure wen wrong could fix could prevent purpose behind,sadness,0
15417,feel pathetic world,sadness,0
15418,hear bird know well feel safe,joy,5
15419,fly paulo coelho feel useful,joy,5
15420,totally laughed loud first statement second statement made feel kind sad,sadness,0
15421,cant counselor way feel damaged,sadness,0
15422,struggled thyroid waking day feeling well seeking answers fix whatever wrong could get feel good,joy,5
15423,feel somewhat alarmed,fear,2
15424,feel awful know im lying kid sometimes hell stoop pending,sadness,0
15425,soak feel beloved next,love,4
15426,feel irritable low put finger exactly unhappy,anger,1
15427,feeling bit cranky kids week cranky baby whiny year old demanding preschooler wanted stop remember blessed really,anger,1
15428,less sensitive feelings less easily hurt,sadness,0
15429,find smiling feelings towards almost feeling affectionate towards,love,4
15430,miller production dialog new media feeling generous,love,4
15431,feel bit depressed,sadness,0
15432,know im making big deal feel quite shocked drive,surprise,3
15433,saw last spot tour going wrapping whole thing must admit feeling little intimidated,fear,2
15434,feel bit melancholy think teaching children yet love jesus taking sunday school attend vacation bible school,sadness,0
15435,like hearing ministries reach people need one concern may feel pressured except jesus hearts accepting care ministries,fear,2
15436,feel clever trickery front combine background draw audience expands target audience,joy,5
15437,could somehow stop everyone earth ever feeling heartbreak would one happy lady,joy,5
15438,feeling resentful,anger,1
15439,look back pop music childhood still feels fake,sadness,0
15440,may constant dullness heaviness heart makes feel restless bored unsatisfied however know well feelings evoked time month,fear,2
15441,im feeling bit sentimental,sadness,0
15442,feel lively enough something laying,joy,5
15443,feel furious behalf,anger,1
15444,think reason discussions feel lively since night course class diverse large bunch students older side,joy,5
15445,feel little uptight really conscious careful everything happens,fear,2
15446,feel horribly selfish fraudulent,anger,1
15447,constantly overwhelmed feeling smart enough pretty enough nice enough talented enough worst enough make things better,joy,5
15448,may starting feel paranoid maybe insecure im mere human yearns loved cared noticed,fear,2
15449,could feel depressed since im always known labelled happy blessed,sadness,0
15450,cant help feel youll break might faithful seem,love,4
15451,feel honored much support friend mona wonderful customers followers facebook pages parents drove hours front row help support endeavor,joy,5
15452,feel passionate want convey stories suburban north america truths god bigger geography,joy,5
15453,cant shake feeling wouldnt liked book hadnt already felt connection characters,love,4
15454,feel like things resolved bit quickly end though intrigued find happens future books,joy,5
15455,feel tinge melancholy around labor day weekend,sadness,0
15456,pray rosary feel sense calm upon,joy,5
15457,agreed let us past happy part life feel honoured,joy,5
15458,knew reached continuous bumps made feel obnoxious due devastating condition roads,anger,1
15459,feel dull aching sharp pain chest overwhelming emptiness,sadness,0
15460,im feeling pretty hopeful future public service,joy,5
15461,feel sort treachery towards beloved go fuck someone,love,4
15462,mean feeling pretty good ask trouble know mean,joy,5
15463,came home early caught year old daughter sex feel devastated,sadness,0
15464,feel like cause lot problems exactly sure sincere feelings,joy,5
15465,im making mistakes thinking less clearly feeling anxious,fear,2
15466,know point im starting feel doubtful decisions made,fear,2
15467,cant help feeling strange variety relief,surprise,3
15468,dreading feeling irritable,anger,1
15469,feel funny calling film,surprise,3
15470,feel nervous,fear,2
15471,feel like pathetic hellip hellip even director saw want rather drama want try sitcom,sadness,0
15472,friends sad feeling rejected world think finally realize friends arent thought,sadness,0
15473,first got eye infection back possible make feel less sympathetic probably already,love,4
15474,feel like messy often struggle keeping emails images documents etc,sadness,0
15475,feel grumpy going dig xl mens pajama grab bar chocolate put favorite chick flick dvd player treat like failure kind like person feeling grumpy maybe needs time,anger,1
15476,feel like kinda gettin lil bitchy gim break get rag hours,anger,1
15477,want life amazing feeling couldnt pleased future headed,joy,5
15478,honestly feel envious,anger,1
15479,im pretty effin excited feel like im back started oh fab therapy,joy,5
15480,feel gentle breeze,love,4
15481,feel strong confident intelligent ready step real world,joy,5
15482,feel passionate sharing want hear well spout lulu isms,joy,5
15483,ask move movers working full speed didnt feel like bitchy,anger,1
15484,head feeling brave,joy,5
15485,know ann still feeling homesick,sadness,0
15486,dont want another monday feel defeated know start dieting blew,sadness,0
15487,certainly never felt appropriate life supplicate life another life simply life feels superior equal,joy,5
15488,cant change feels find positive,joy,5
15489,feel vital get leadership thing worked,joy,5
15490,dun answer feel impolite answer talks u dunno wat,anger,1
15491,im sober feel sort numb much like celexa none calm,sadness,0
15492,began feel isolated frustrated low esteem,sadness,0
15493,feel indecisive see work life playing,fear,2
15494,feeling lighter less inhibited every single day,sadness,0
15495,feel sympathetic hard lose third place,love,4
15496,also really hope feel ashamed se asian culture public shaming ie screaming thief someone bad stealing,sadness,0
15497,spent first couple days feeling bit restless kept busy cleaning organizing etc,fear,2
15498,feeling wont thrilled think ultimately decision,joy,5
15499,dont know feel let recount emotional spectra throughout minutes gfb finale,sadness,0
15500,im feeling generous fellow bookworms kiddies even youre kid heart,joy,5
15501,feel tender teenager fear may developed life long aversion pie confess tip hat julie grandmother,love,4
15502,sink deep sofa feel safe surrounded everything known long walls choc bloc paintings hundreds art books dip,joy,5
15503,wish could take feelings sort would messy file,sadness,0
15504,want feel body numb,sadness,0
15505,spend time dating attempting date end feeling confused,fear,2
15506,left feeling helpless little sad,fear,2
15507,like oh thats awesome blah like reminding hes interested girl like know concerns makes feel weird like,surprise,3
15508,feel like offended yawwwn,anger,1
15509,went bed woke without fever horrible headache sore throat still ears feeling plugged aching,sadness,0
15510,feel fearful dont know going happen next course recovering,fear,2
15511,grew feel like knew parents would disturbed,sadness,0
15512,feel hesitant want put much stock possibility maybe today marks end hard year start one might better,fear,2
15513,im feeling inspired hair freshly cut,joy,5
15514,even started feeling impatient exactly happen,anger,1
15515,think feeling generous today,joy,5
15516,still get days seem get kicks others feel reassured everything ok feel,joy,5
15517,feel honoured asked thanks href http doodlesandscrapsofme,joy,5
15518,also song write without feeling bashful play music guitars without anyone telling turn,fear,2
15519,miss nice see suck see always feel rushed,anger,1
15520,feeling convinced argument extended bal thackerey allowing pakistan play indian soil till show thought action creed really want friendly relations india,joy,5
15521,feel like parts repressed buried long surfacing,sadness,0
15522,feel pleasant little buzz tongue clean refreshing taste,joy,5
15523,think must caught mild version big cold sniffles feeling inspired,joy,5
15524,sense keeps catching attention feeling beloved love pouring touching encounter palpably strong way,love,4
15525,nearly called ambulance feel bit shaken saw doc given diazepam im sure takeing,fear,2
15526,feel drained without clozapine,sadness,0
15527,go said feeling paranoid lol,fear,2
15528,sat park friday night listening listed everything thatd happened past months made feel shitty,sadness,0
15529,im seventy ill desperately want remember happened every day high school classes hard teachers mean friends feels pretty unimportant,sadness,0
15530,feel people allocated questionnaire representatives target audience therefore results valuable success advertisement,joy,5
15531,left malaysia feeling pleased finished first full race excited achieved sunday sepang,joy,5
15532,feel peaceful centered endless supply energy day accomplish important,joy,5
15533,feel strange english right,fear,2
15534,feel horrible post day manage get pictures,sadness,0
15535,never got anything mountain lore forest lore cave lore town lore feel like probably missed opportunities try,sadness,0
15536,could feel getting weepy strangely left axilla also ached,sadness,0
15537,woke middle night dream,fear,2
15538,feeding morla started feel agitated reason,anger,1
15539,feel prince charming come sooner expected,joy,5
15540,kind feel blank whole thing,sadness,0
15541,used believe feeling like fear ignored suppressed right away moment,sadness,0
15542,say one good thing movie thats computer generated transformers took truly real look feel amazed fluidly integrated live action good looked general,surprise,3
15543,feel sense relief also sadness im ending colleagues anyway oh fab,joy,5
15544,came side feeling stronger compassionate others,love,4
15545,would feeling genuinely shocked surprised hit jude,surprise,3
15546,want feel respected,joy,5
15547,feel submissive front sexy girls,sadness,0
15548,id feeling smug catching going around,joy,5
15549,knew like feel heartbroken,sadness,0
15550,four weeks ago felt much touched find asciatic patient asked morning tapped fluid,anger,1
15551,im feeling treasured need remember hard treasure something lost,love,4
15552,still feeling pretty optimistic confident ability able,joy,5
15553,feel like nikolas gets im going rude wake call,anger,1
15554,feel anger torward greedy,anger,1
15555,still feel like got hit car walked away shaken seriously damaged,fear,2
15556,im feeling glad yes im glad baby im glad glad youre mine,joy,5
15557,put finger making feel exceedingly irritable unsettled,anger,1
15558,didnt feel terrible slowing,sadness,0
15559,glad exhibition closed spring though time new leaves colour makes feel hopeful,joy,5
15560,feel particularly elegant though,joy,5
15561,still feeling pretty good,joy,5
15562,also love one able send good home without feeling like giving away vital organ,joy,5
15563,feel lame sitting home reading wind outside,sadness,0
15564,still enjoy feel like beaten head dumb figure stick,sadness,0
15565,cant help feel hopeful optimistic brighter future,joy,5
15566,feel smart even though really easy haha,joy,5
15567,spritz little bit brush feels moisturized less damaged,sadness,0
15568,could feel divine blessing tryst,joy,5
15569,feel today feel little bit overwhelmed,fear,2
15570,left feeling rather distressed torn,fear,2
15571,bet taylor swift basks knowledge boys writes songs probably feel tortured,anger,1
15572,feel jealous touching someone else,anger,1
15573,often pass streets jurer feel impressed nice constructions safe atmosphere,surprise,3
15574,might could stress important expose friends situation may cause feel unwelcome uncomfortable,sadness,0
15575,feel desire learn explore truth say spirituality leads useful sources,joy,5
15576,feel peaceful feeling leave feel,joy,5
15577,feel useful pulpit find ironic often question efficacy preaching,joy,5
15578,pray may feel sure nothing god accomplish changing life,joy,5
15579,feel delighted varsities picked muse,joy,5
15580,sometimes feel doomed way life way rest life,sadness,0
15581,im starting feel becoming bitter,anger,1
15582,feel fine,joy,5
15583,want know exactly meaning behind effin feelings submissive thinkings,sadness,0
15584,feel really valuable knowing considers worth sacrifice,joy,5
15585,feeling bouncy added go tangles around rather like spiraling effect achieved,joy,5
15586,still idea whats feel determined enjoy day matter,joy,5
15587,im feeling little discouraged realize going impossible meet goal miles year,sadness,0
15588,recognize fear im feeling lord come place trusting hoping lord,joy,5
15589,sometimes feel little unsure independent really,fear,2
15590,think agree give extra measure humility feel really stupid,sadness,0
15591,guess feeling bit nostalgic,love,4
15592,may posting actively fortunately keep camera pen notebook ever go whenever feel passionate something write take many photos,love,4
15593,see things working better happy instead im feeling miserable alone,sadness,0
15594,know core perception doesnt shift matter many times able check something ive gained friend better health rewarding work simply move list find something else feel needy,sadness,0
15595,weekend group people,anger,1
15596,chose use weaving piece feel like goes well within collection pieces made semester similar shapes materials,joy,5
15597,feel foolish long runs extra miles best muster nearly seconds per mile slower year ago,sadness,0
15598,feel triumphant,joy,5
15599,coming back couch tough feeling ok,joy,5
15600,ready go need fortunately tim feeling ok feeling well enough go,joy,5
15601,always feeling though surely surely god would give break bless peaceful baby,joy,5
15602,im psyched stops thats kind good thing wont feel pressured go see everything hopefully relax focus making fun kids extension makes fun,fear,2
15603,think woman congregation cried spoke family trying find church homosexual daughter would feel accepted,love,4
15604,would sometimes feel awkward talking brothers mum dont see awhile,sadness,0
15605,feel thrilled likes much,joy,5
15606,try plead case may feeling unloved abandoned cant empathise position read,sadness,0
15607,might left feeling disappointed especially anticipating pics videos,sadness,0
15608,feel agitated moody wanting wanting wanting,fear,2
15609,anxious see movie bully trailer left feeling shaken nostalgic,fear,2
15610,hate feeling like stupid,sadness,0
15611,think still feeling tender,love,4
15612,im feeling cranky taxation,anger,1
15613,feeling gloomy like weather,sadness,0
15614,always regret makes feel crappy run knew wouldnt home showered nearly lunchtime,sadness,0
15615,feel reassured called said mayor byron brown,joy,5
15616,feeling quite emotional always watching little white boy getting medium sized putting heart soul haka performance particular overwhelmed effect children performing together form unique new zealand,sadness,0
15617,feel like fight give sometimes battles ferocious,anger,1
15618,feel dirty washed nose teeth brush electric brush brush way back small brush brush xmas tree brush massage around teeth rubber pointy thing floss,sadness,0
15619,lost girlfriend,sadness,0
15620,im feeling much devastated,sadness,0
15621,want use space political soap box feel reached important crossroads may strongly affect future food country possibly world,joy,5
15622,ive medicated today feel funny,surprise,3
15623,thrilled lot things feel petrified,fear,2
15624,feeling depressed went jog,sadness,0
15625,know feel feel absolutely terrified overwhelmed desire like cry drink beer prey maybe find way make lyrics work within thought process,fear,2
15626,feel delighted rice er si young lady understand,joy,5
15627,im feeling doubtful writing dreams know shes behind,fear,2
15628,hate feeling cus thats really bitchy want someone break girlfriend theyd,anger,1
15629,feel regretful didnt bring overnight gear,sadness,0
15630,feel soo naughty today,love,4
15631,even say opinion something without feel offended,anger,1
15632,overcome heat started feeling weird,fear,2
15633,feel getting pissed tiniest things time,anger,1
15634,feel little bit sorry ahem face hard times,sadness,0
15635,feel know get little glimpse lives feel sad sad happy things go right,sadness,0
15636,used write poem story related depressing days trying best make arty cause find comforting write feelings creative,joy,5
15637,want reach hand another take hold noone making feel needy,sadness,0
15638,remember feeling special getting mail camp mother family cant imagine would feel like get letter curious pen pal another country,joy,5
15639,last posted blog feel bit like neglectful mother,sadness,0
15640,feel safe loser attitude reflected way live,joy,5
15641,love never feel like quite perfect,joy,5
15642,want scream yell everyone feel wronged honestly good,anger,1
15643,feeling find becoming less less amused interested many activities attitudes brought joy past,joy,5
15644,feel exhausted want taken care,sadness,0
15645,wait human ahkman feel kiss frightened,fear,2
15646,report suddenly author feels bashful maniacal rants,fear,2
15647,id feel regretful since friends didnt go aboard graduated free summer actually travelling regular trips china visit family,sadness,0
15648,feel comfortable far would like,joy,5
15649,socialising feel awkward around people times eat cover fact nothing contribute conversation,sadness,0
15650,attributed depression feeling inadequate unrealistic ideals lds church still hold ideals somewhat responsible recognize pattern behavior,sadness,0
15651,feeling discouraged alone,sadness,0
15652,feel naughty breast cancer awareness,love,4
15653,dont know going feel sympathetic im human lies,love,4
15654,feel like regaining energy need school excited possibilities,joy,5
15655,id feel nostalgic gillard hours ago,love,4
15656,would like pick point made feeling isolated,sadness,0
15657,feel like super humble right,joy,5
15658,talked therapist yesterday nothing feels resolved far anything ever gets resolved session,joy,5
15659,got started one thing always gives joy even im feeling lousy,sadness,0
15660,left feeling distressed,fear,2
15661,feel guilty drop everything take care,sadness,0
15662,sometimes feel overwhelmed hats wear trying figure real emily,fear,2
15663,im feel like always entertained simply content,joy,5
15664,know going feel disheartened afterwards unknown undefinable thing attribute anything,sadness,0
15665,im feeling kind feeling confused yet like bleh,fear,2
15666,sorry hear feeling exhausted,sadness,0
15667,hate love feel complacent working,joy,5
15668,feel like creativity running low like dying battery,sadness,0
15669,im afraid doesnt feelings working relationship irreparably damaged may lose job,sadness,0
15670,feel noleans probably lacks lot diy art music stuff id go sorta neurotic wihtout,fear,2
15671,discovering good friend lied,anger,1
15672,im still feeling bit shaken,fear,2
15673,stare feel utterly helpless,fear,2
15674,feel appear friendly continue looking face eyes feel look sinister,joy,5
15675,feel much better number,joy,5
15676,feeling super inspired new projects,joy,5
15677,want feel numb nothing emotionless day,sadness,0
15678,didnt feel quite energetic regained lost weight even though tried keep exercise routine,joy,5
15679,im sure going feel gracious return,joy,5
15680,feel hurt lack thought knew busy needin drop beth n takes second bob n give kiss goodbye even text,sadness,0
15681,went sleep feeling assured would know ever needed,joy,5
15682,feel joy god must felt creating spot feel joy calling beloved,joy,5
15683,angry kindda let negative feelings towards away something still bothering maybe little bit jealous easier let things go fun whereas side things simple,anger,1
15684,feel like write book loving researching good,love,4
15685,feel like must life afraid,fear,2
15686,punched work sunday sighed brunch trumpeter waldo carter said behind know exactly feel startled flinched,fear,2
15687,feel love world gracious joyful,joy,5
15688,feeling generous seasonal,joy,5
15689,tired feeling like horrible person,sadness,0
15690,im feeling sentimental tonight,sadness,0
15691,think people unintelligent want feel intelligent answer questions nonsense answers earn points ask stupid questions like u go stuff like,joy,5
15692,could feel fear uncertainty beloved endured well years,joy,5
15693,know feel fantastic,joy,5
15694,think people little problem expressing help feel afraid let hang express emotions get nearly much airtime,fear,2
15695,feel blessed enjoy activities like,joy,5
15696,im moving forward feeling optimistic first time months,joy,5
15697,im feeling uncharacteristically optimistic today perhaps even unrealistically optimistic,joy,5
15698,got home work feeling adventurous also feeling active decided start poking belly see would happen,joy,5
15699,cant help feel need delicate,love,4
15700,feel hubbie rubbish really starting knock confidence people hes supposed trusting heart,joy,5
15701,felt good race started run guess feeling effects cold congestion didnt really realize still,anger,1
15702,think feel bit disappointed miss points today,sadness,0
15703,really want healthy life style become habit instead necessity moment feel like naughty child denied biscuit tin angry letting put weight first place,love,4
15704,began feel accepted gaia terms,joy,5
15705,roommates lack consideration,anger,1
15706,feel lonely leave comment,sadness,0
15707,im feeling reluctant change anything working well,fear,2
15708,id put things boxes yet among things one hundred twenty books wasnt reading made feel guilty like know everything,sadness,0
15709,began feel strong connection several,joy,5
15710,spent two hours working crochet gift still feel restless slightly sad,fear,2
15711,started feel lethargic everything happened past ive let fitness slip away happening letting like,sadness,0
15712,feel like chanting voice would reverberate walls feel rude,anger,1
15713,subjected nasty joke group friends,anger,1
15714,feeling little irritated close friends yes feel like ongoing hangover arent reasons bad mood,anger,1
15715,contact people feeling extremely irritable experiencing major headaches remotional outbursts,anger,1
15716,im even talking clammy feeling lovely hot flashes,love,4
15717,im also feelin lil uptight sucky lately know reason,fear,2
15718,dun feel blamed,sadness,0
15719,dont know feel uncomfortable front people flaunt strength accomplishments,fear,2
15720,feel weepy makes want avoid people dont freak,sadness,0
15721,feel accepted think like said tripping tall cotton look snakes,joy,5
15722,feel nothing replies suddenly relaxed,joy,5
15723,feel like anything say worthwhile others want bother people worthless thoughts,joy,5
15724,lot thankful every year feel like one year im extremely thankful amazingly supportive family,joy,5
15725,feel barker successful showing horrors world war one,joy,5
15726,wanted avoid feeling rushed,anger,1
15727,dragged lazy ass albeit cute one bed morning suddenly feel morally superior everyone else,joy,5
15728,hadnt parents place long time went visit high expectations,sadness,0
15729,get feeling vain start thinking battle scar one wear proudly,sadness,0
15730,love reading feel positively rich house full new books learning new things pain relentless really pace spend days pottering job job depending stupid feel like,joy,5
15731,feel like title mimm fall inspired weekend href http thislifeissparkling,joy,5
15732,suddenly feel anxious im crying little things,fear,2
15733,still feel numb feeling hour,sadness,0
15734,feeling bit doubtful last couple weeks,fear,2
15735,feel empty turning corpse inside like something broken never actually alive ended one collection,sadness,0
15736,still get fact feel absolutely fine,joy,5
15737,went large double double along chocolate chip muffin feeling dangerous,anger,1
15738,feel dirty disgusting contaminated,sadness,0
15739,mission feel festive dressing tinsel santa hat christmas headband flashing brooch eating mince pies pulling christmas cracker think finally managed achieve,joy,5
15740,began feel little cold,anger,1
15741,worry every nuance day presentation others less little things worry makes feel less neurotic overall less likely trigger psychotic episodes well,fear,2
15742,finally feel accepted nashville home,love,4
15743,feel like studying probably studying anything passionate,love,4
15744,leave us feeling hopeful recordings later year,joy,5
15745,shaved head yesterday feeling keen things also good refrence far comics go,joy,5
15746,attempt convince others think truly feel become resentful others let help,anger,1
15747,told dh feeling internally shaky,fear,2
15748,trapped mall starting feel like mallrat hated,anger,1
15749,ive feeling festive torch week,joy,5
15750,feel truly honoured accepted invitation participate project,joy,5
15751,feeling valuable yet everyone learns communicates differently figuring partner important longevity relationship,joy,5
15752,feel overly burdened even smallest responsibility large responsibilities recently agreed burrowing way brain tickling subconscious hours,sadness,0
15753,didnt feel amazed expected nail area quite small isnt posh cushy like hoped,surprise,3
15754,write feeling low,sadness,0
15755,still dont feel like finishing typing know legions legions loyal readers clamouring exicting conclusion disney vacation,love,4
15756,walked feeling really terrific humor story made appreciate going time saw struggles lend triumph said,joy,5
15757,feel like enter class petrified im going say something make think less,fear,2
15758,didnt get anything bad lot thanks stuff made feel good,joy,5
15759,say without doubt certainly tend eat feeling unhappy stressed,sadness,0
15760,noticed times tired drama tired feeling either physically mentally emotionally spiritually exhausted hope feel normal self,sadness,0
15761,feel like supposed faithful,love,4
15762,nannying kids could definitely snark back feeling bitchy feel sarcasm kept away children clothes,anger,1
15763,feel special would like take moment thank everyone sent warm birthday wishes greetings made feel special,joy,5
15764,feel hot irritated tired,love,4
15765,im driving fall boy friends avenue q youre feeling totally emo fall boy youre feeling rebellious muse youre easy goin mood moshav band feel like dancin beatles feel like making oh cares,anger,1
15766,want federal prosecutor dc feels like perfect place pursue legal career,joy,5
15767,feel like blundering idiot around people might exactly need make pleasant,joy,5
15768,feel like hated argue,sadness,0
15769,also feel friendly generous toward glad hear michelle able go dinner favorite italian restaurant downtown chicago stay hours,joy,5
15770,beg crave particular something im convinced bring happiness yet arrives im left feeling jaded used,sadness,0
15771,find feeling slightly melancholy thought retiring favourite summer pieces storage closet fall winter seasons,sadness,0
15772,feel cold terrribly,anger,1
15773,im still using blogger follow blogs like livejournals feature enabling private posts keep one journal without feeling inhibited writing things dont want publish net,fear,2
15774,like feeling vulnerable exposing worries concerns mostly felt need hold together strong one,fear,2
15775,im feeling particularly generous ive begun wonder game plan actually much longer term one uk core,joy,5
15776,im feeling kind unwelcome,sadness,0
15777,feel really overwhelmed mine,fear,2
15778,cant always identify peoples struggles often feel pretty lame href http www,sadness,0
15779,felt connection need feel order love movie jo march said gave longing transformation,love,4
15780,im sure everyone starting feel christmassy getting festive era,joy,5
15781,feel paranoid,fear,2
15782,feel lovely touch,love,4
15783,get added bonus feeling superior healthy everything weve hearing lately href http apps,joy,5
15784,guess feel dissatisfied lately deleted myspace made facebook deleted within hours,anger,1
15785,sometimes worry feeling offended hurt wrong said someone makes nasty reply back didnt feel people,anger,1
15786,feel envious ryota keita going school smiled kota,anger,1
15787,im feeling bit dazed sorts like someone needs poke really wake,surprise,3
15788,definitely prove feel important enough,joy,5
15789,still undeniably big weight gone feels pretty terrific,joy,5
15790,watch iggy azealea strutting desert road louboutins latest music video rita ora stepping dinner date red vivienne westwood gown cant help feel though would look cooler feel satisfied channeled sense style,joy,5
15791,practically got feeling hostile environment,anger,1
15792,feel moments precious even share,joy,5
15793,feel distracted well weight managment,anger,1
15794,feel stressed tired worn shape neglected,sadness,0
15795,feel acceptable music criticisms reinforce concept music,joy,5
15796,ill try figure calories see much takes make feel satisfied,joy,5
15797,feel talented players currently especially rested next game experience players bring game ability go ever,joy,5
15798,also mention marriage living also feel wronged home high price scary ordinary rural family really difficult afford high price house,anger,1
15799,get feeling dissatisfied life filled regret bitterness distanced possible means disappointment,anger,1
15800,feel lucky photo supreme point,joy,5
15801,also feel much content contained vocref top ontology,joy,5
15802,climbed cherry tree alone thick caterpillar beside fingers feel disgusted caterpillars snakes terribly afraid caterpillar crawling fingers fear almost unable climb,fear,2
15803,im game yet two weeks left go week ive got say im feeling discouraged,sadness,0
15804,feel would answer would supporting understanding people differences disabilities done one way another long,love,4
15805,feel fantastic job showcasing impact affirmative action higher education,joy,5
15806,understand feeling writer unsure skill unsure audience wondering wasted hours hours life making marks page,fear,2
15807,feel may useful readers searching tablets dont want break wallet like apple ipad tablets,joy,5
15808,feel like lame person sigh know damn shy,sadness,0
15809,sure many others would feel troubled things affect prefer find comfort solace justifying reasoning point troubled thus effectively accepting,sadness,0
15810,feel ashamed two bags look like theyve erupted exploded natural disastered hosts spotless stylish living room,sadness,0
15811,feel welcomed appreciated,joy,5
15812,feeling strange downstairs could still feel dull sensation contractions nurse said didnt want check hour,surprise,3
15813,feel like greedy ingrate saying felt kind bad presents,anger,1
15814,came home last night charity man auction another time hoo boy feeling pretty smug,joy,5
15815,must allow judge character others dwell feelings wronged lest develop serenity stealing resentments,anger,1
15816,feel privileged able see amazing exhibit,joy,5
15817,feeling glad,joy,5
15818,feel mad grabbed toy,anger,1
15819,feel scared unsure place,fear,2
15820,feel complacent,joy,5
15821,feel distressed sufficient,fear,2
15822,feel caring telling maintain healthy weight learn overeat stressful days tend days,love,4
15823,feel little like tom daley rightly ecstatic bronze medal also feel delightful ladies wi really need fucking lighten bit,joy,5
15824,even feel game part strange reality swarming violent carnivores adding bare landscape place know,surprise,3
15825,know lot councillors feel get sympathetic hearing local newspapers,love,4
15826,carried around audre lorde quote often refer feeling fearful uncertain things dare powerful use strength service vision becomes less less important whether afraid,fear,2
15827,feel lot support honoured chosen represent country,joy,5
15828,stopped taking prescribed antidepressants months ago without bad feelings good feelings distinction norm,joy,5
15829,feel disgusted allows see glimpse eyes somehow miraculously feel maybe conquer world,anger,1
15830,throw better ill feel heck im paranoid tree brach right jumped chipmunk crossed path went walking today,fear,2
15831,continued gaze beauty feel depth eyes flawless skin got vibes beautiful lips held heartbeats elegance succeeding taking away heart,joy,5
15832,ran away leaving feel hopeless,sadness,0
15833,feeling quite pleased point,joy,5
15834,guess ive feeling homesick,sadness,0
15835,feel little glad others hard time,joy,5
15836,still feel embarrassed think,sadness,0
15837,honest could admit feelings time time jonah knows god gracious lucky jonah god still gracious gracious people like us,love,4
15838,go meeting sleepy lot times fall asleep meeting fight stay awake feel like tortured stay awake,fear,2
15839,feel sorry father,sadness,0
15840,feel tremendously lonely,sadness,0
15841,im really feeling lonely,sadness,0
15842,like slump feeling precious,joy,5
15843,try stay feelings caring meditating dancing sometimes writing,love,4
15844,feel like something tragic going happen people wake see vulturous sic poisonous gotten,sadness,0
15845,feel safe accepted,joy,5
15846,would well psychiatry really feel patients super perceptive things people dont pick,joy,5
15847,never grumbled feel unhappy help even exam lord,sadness,0
15848,im feeling nervous since wasnt sore touch stretch use muscles felt assured nothing would pass,fear,2
15849,ive wrestling feeling jealous envious gfs bf since hes staying,anger,1
15850,say feel like terrible person completely love book,sadness,0
15851,feel duty help needy vivek oberoi,sadness,0
15852,feel ashamed afraid let people come see messy house afraid pulled car towed unpaid ticket afraid blood work come back diagnosis imminent death,sadness,0
15853,guess ill feel awkward till get shit,sadness,0
15854,im feeling productive today,joy,5
15855,feeling sort heat exhausted,sadness,0
15856,feel nothing long stretches time im convinced nothing worked,joy,5
15857,sick feeling lethargic time,sadness,0
15858,could vocalize feelings would put sarcastic great,anger,1
15859,busy analysing wrong end feeling bitter things makes happy,anger,1
15860,feel absence herbs especially craving delicious homemade soup,joy,5
15861,went sleep friday feeling relieved none family caught tornadoes broken arrow later night,joy,5
15862,feel getting frantic close pull turn around surprised move easily,fear,2
15863,really feel way single day gone ive felt insecure jerome,fear,2
15864,feel irritable supersensitive,anger,1
15865,feeling much like experiencing strange head neck twinges,fear,2
15866,feel virtuous expressing fears contamination,joy,5
15867,dont want make someone need feel helpless without,sadness,0
